Sample Name:,At a glance:,,,,,,,,Status:,Notes:,Process ID:,Used By:,Deposition Parameters:,,,,,,,,,,,,,,Thickness Measurements:,,,,,,Resistance Measurements:,,,,,,,,,
,Substrate:,d (nm),Rs,Tc,Delta Tc,Rho,RRR,Rho*Tc,,,,,Deposition Date:,Run #:,Substrate:,SiNx or SiO2 Thickness (nm):,Chuck Slot:,Temperature (C):,Deposition Time (s),Current setpoint (mA) -or- Power setpoint (W),Nitrogen Flow (sccm),Argon Flow (sccm),Pressure (mTorr),Chuck Height (mm),Pre-deposition Spark Power (W),"Peak Power, Shutter Open (W)",Reflectance:,Transmittance:,Absorptance:,Synthesis Protocol:,Thickness (nm) (Visible Trans),Thickness (nm) (IR Trans),R_sheet Initial,R_sheet_Tc,T_C,Delta T_C,RRR,Synthesis Protocol:,rho (uOhm*cm):,rho*Tc (Ohm*nm*K):,deposition rate (nm/min):,Exclude (Y if yes else ''):
SPD437,Glass,8,420,,,336,,0,,"""-Nucleation and growth 26.5:8",,YI,8/31/12,186,Glass,,,RT,124,,,,,47,,,0.322,0.4265,0.2515,,8,,420,,,,,,335.99,0,3.87,
SPD438,SiNx,,392,,,0,,0,broken into two,"""-Nucleation and growth 26.5:4",,YI,8/31/12,187,SiNx,,,RT,124,,,,,47,,,,,,,,,391.8,,,,,,0,0,0,
SPD439,Glass,,395,,,0,,0,,"""-Nucleation and growth 26.5:4",,YI,8/31/12,187,Glass,,,RT,124,,,,,47,,,,,,,,,394.7,,,,,,0,0,0,
SPD440,Glass,,397,,,0,,0,,"""-Nucleation and growth 26.5:4",,YI,8/31/12,187,Glass,,,RT,124,,,,,47,,,,,,,,,396.9,,,,,,0,0,0,
SPD441,Glass,8.3,383,,,317,,0,,"""-Nucleation and growth 26.5:4",,YI,8/31/12,187,Glass,,,RT,124,,,,,47,,,0.3228,0.4172,0.26,,8.3,,382.5,,,,,,317.49,0,4.02,
SPD442,SiNx,,430,,,0,,0,,"""-Nucleation and growth 26.5:10",,YI,8/31/12,188,SiNx,,,RT,124,,,,,47,,,,,,,,,430.3,,,,,,0,0,0,
SPD443,SiNx,,446,8.5,1.42,0,0.78,0,,"""-Nucleation and growth 26.5:10",,YI,8/31/12,188,SiNx,,,RT,124,,,,,47,,,,,,,,,445.7,,8.5,1.42,0.78,,0,0,0,
SPD444,Glass,,450,,,0,,0,,"""-Nucleation and growth 26.5:10",,YI,8/31/12,188,Glass,,,RT,124,,,,,47,,,,,,,,,449.8,,,,,,0,0,0,
SPD445,Glass,7.8,432,,,337,,0,,"""-Nucleation and growth 26.5:10",,YI,8/31/12,188,Glass,,,RT,124,,,,,47,,,0.27,0.4347,0.2953,,7.8,,432.1,,,,,,337.06,0,3.77,
SPD446,SiNx,,404,,,0,,0,,"""-Nucleation and growth 26.5:2",,YI,8/31/12,189,SiNx,,,RT,124,,,,,47,,,,,,,,,403.7,,,,,,0,0,0,
SPD447,SiNx,,392,8.4,1.19,0,0.818,0,,"""-Nucleation and growth 26.5:2",,YI,8/31/12,189,SiNx,,,RT,124,,,,,47,,,,,,,,,392.2,,8.4,1.19,0.82,,0,0,0,
SPD448,Glass,,384,,,0,,0,,"""-Nucleation and growth 26.5:2",,YI,8/31/12,189,Glass,,,RT,124,,,,,47,,,,,,,,,383.7,,,,,,0,0,0,
SPD449,Glass,8.5,376,,,320,,0,,"""-Nucleation and growth 26.5:2",,YI,8/31/12,189,Glass,,,RT,124,,,,,47,,,0.3346,0.4101,0.255,,8.5,,376.5,,,,,,319.99,0,4.11,
SPD450,SiNx,,422,,,0,,0,,"""-Nucleation and growth 26.5:6 (Control deposition)",,YI,8/31/12,190,SiNx,,,RT,124,,,,,47,,,,,,,,,421.8,,,,,,0,0,0,
SPD451,SiNx,,423,8.4,,0,0.793,0,,"""-Nucleation and growth 26.5:6 (Control deposition)",,YI,8/31/12,190,SiNx,,,RT,124,,,,,47,,,,,,,,,423,,8.4,,0.79,,0,0,0,
SPD452,Glass,,429,,,0,,0,,"""-Nucleation and growth 26.5:6 (Control deposition)",,YI,8/31/12,190,Glass,,,RT,124,,,,,47,,,,,,,,,428.7,,,,,,0,0,0,
SPD453,Glass,8.1,403,,,327,,0,,"""-Nucleation and growth 26.5:6 (Control deposition)",,YI,8/31/12,190,Glass,,,RT,124,,,,,47,,,0.3271,0.4246,0.2482,,8.1,,403.1,,,,,,326.51,0,3.92,
SPD454,SiNx,,295,,,0,,0,,"""-Nucleation and growth 26.5:0",,YI,8/31/12,191,SiNx,,,RT,124,,,,,47,,,,,,,,,294.7,,,,,,0,0,0,
SPD455,SiNx,,465,6.1,1.27,0,0.82,0,,"""-Nucleation and growth 26.5:0",,YI,8/31/12,191,SiNx,,,RT,124,,,,,47,,,,,,,,,464.8,,6.1,1.27,0.82,,0,0,0,
SPD456,Glass,,404,,,0,,0,,"""-Nucleation and growth 26.5:0",,YI,8/31/12,191,Glass,,,RT,124,,,,,47,,,,,,,,,404.3,,,,,,0,0,0,
SPD457,Glass,6.2,738,,,458,,0,,"""-Nucleation and growth 26.5:0",,YI,8/31/12,191,Glass,,,RT,124,,,,,47,,,0.2702,0.4922,0.2376,,6.2,,737.9,,,,,,457.52,0,3,
SPD458,MgO,,212,,,0,,0,,"MgO for Zhao- (sample-target distance was far), samples were cleaned with acetone and IPA",,YI,9/4/12,192,MgO,,,800,76,,,,,47,,,,,,,,,212,,,,,,0,0,0,
SPD459,MgO,,200,,,0,,0,,"MgO for Zhao- (sample-target distance was far), samples were cleaned with acetone and IPA",,YI,9/4/12,192,MgO,,,800,76,,,,,47,,,,,,,,,199.6,,,,,,0,0,0,
SPD460,MgO,,210,,,0,,0,,"MgO for Zhao- (sample-target distance was far), samples were cleaned with acetone and IPA",,YI,9/4/12,192,MgO,,,800,76,,,,,47,,,,,,,,,209.7,,,,,,0,0,0,
SPD461,MgO,,209,,,0,,0,,"MgO for Zhao- (sample-target distance was far), samples were cleaned with acetone and IPA",,YI,9/4/12,192,MgO,,,800,76,,,,,47,,,,,,,,,209.1,,,,,,0,0,0,
SPD462,MgO,,648,,,0,,0,Unknown materials deposited on back. Pressure is high when hearter is on,Fab for Array,,Zhao,9/7/12,193,MgO,,,800,60,,,,,47,,,,,,,,,648.1,,,,,,0,0,0,
SPD463,MgO,,"1,025",,,0,,0,Unknown materials deposited on back. Pressure is high when hearter is on,Fab for Array,,Zhao,9/7/12,193,MgO,,,800,60,,,,,47,,,,,,,,,"1,024.80",,,,,,0,0,0,
SPD464,MgO,,742,,,0,,0,Unknown materials deposited on back. Pressure is high when hearter is on,Fab for Array,,Zhao,9/7/12,193,MgO,,,800,60,,,,,47,,,,,,,,,742,,,,,,0,0,0,
SPD465,MgO,,652,,,0,,0,Unknown materials deposited on back. Pressure is high when hearter is on,Fab for Array,,Zhao,9/7/12,193,MgO,,,800,60,,,,,47,,,,,,,,,652.3,,,,,,0,0,0,
SPD466,MgO,,"1,343",,,0,,0,Pressure goes up 1e-5 Torr when heater is on,Fab for Array,,Zhao,9/8/12,194,MgO,,,800,70,,,,,47,,,,,,,,,"1,343.30",,,,,,0,0,0,
SPD467,MgO,,548,,,0,,0,Pressure goes up 1e-5 Torr when heater is on,Fab for Array,,Zhao,9/8/12,194,MgO,,,800,70,,,,,47,,,,,,,,,547.8,,,,,,0,0,0,
SPD468,MgO,,"1,626",,,0,,0,Pressure goes up 1e-5 Torr when heater is on,Fab for Array,,Zhao,9/8/12,194,MgO,,,800,70,,,,,47,,,,,,,,,"1,626.10",,,,,,0,0,0,
SPD469,MgO,3,800,,,240,,0,Pressure goes up 1e-5 Torr when heater is on,Fab for Array,,Zhao,9/8/12,194,MgO,,,800,70,,,,,47,,,0.1469,0.6473,0.2058,,3,,800,,,,,,240.01,0,2.57,
SPD470,MgO,,"1,236",,,0,,0,Forgot to clean the target after opening the chamber,Fab for Array,,Zhao,9/11/12,195,MgO,,,800,70,,,,,47,,,,,,,,,"1,235.90",,,,,,0,0,0,
SPD471,MgO,,"1,733",,,0,,0,Forgot to clean the target after opening the chamber,Fab for Array,,Zhao,9/11/12,195,MgO,,,800,70,,,,,47,,,,,,,,,"1,732.80",,,,,,0,0,0,
SPD472,MgO,,"2,203",,,0,,0,Forgot to clean the target after opening the chamber,Fab for Array,,Zhao,9/11/12,195,MgO,,,800,70,,,,,47,,,,,,,,,"2,203.50",,,,,,0,0,0,
SPD473,MgO,2.6,"1,529",,,398,,0,Forgot to clean the target after opening the chamber,Fab for Array,,Zhao,9/11/12,195,MgO,,,800,70,,,,,47,,,0.1493,0.6681,0.1826,,2.6,,"1,529.30",,,,,,397.63,0,2.23,
SPD474,MgO,,860,,,0,,0,maybe bad,Fab for Array,,Zhao,9/12/12,196,MgO,,,800,70,,,,,47,,,,,,,,,860.2,,,,,,0,0,0,
SPD475,MgO,,786,,,0,,0,"maybe bad,used as testing dose",Fab for Array,,Zhao,9/12/12,196,MgO,,,800,70,,,,,47,,,,,,,,,785.9,,,,,,0,0,0,
SPD476,MgO,,779,,,0,,0,"maybe bad, used as line-space pattern",Fab for Array,,Zhao,9/12/12,196,MgO,,,800,70,,,,,47,,,,,,,,,779,,,,,,0,0,0,
SPD477,MgO,2.6,779,,,202,,0,maybe bad,Fab for Array,,Zhao,9/12/12,196,MgO,,,800,70,,,,,47,,,0.1544,0.6708,0.1748,strange shape and color,2.6,,778.8,,,,,,202.49,0,2.23,
SPD478,MgO,,432,,,0,,0,Go to array,Fab for Array,,Zhao,9/13/12,197,MgO,,,800,90,,,,,47,,,,,,,,,432.1,,,,,,0,0,0,
SPD479,MgO,,435,,,0,,0,Go to array,Fab for Array,,Zhao,9/13/12,197,MgO,,,800,90,,,,,47,,,,,,,,,434.7,,,,,,0,0,0,
SPD480,MgO,,436,,,0,,0,Go to array,Fab for Array,,Zhao,9/13/12,197,MgO,,,800,90,,,,,47,,,,,,,,,435.7,,,,,,0,0,0,
SPD481,MgO,3.6,450,9.2,1.85,162,0.64,"14,904",Tc testing done.,Fab for Array,,Zhao,9/13/12,197,MgO,,,800,90,,,,,47,,,0.1835,0.6111,0.2054,,3.6,,450,,9.2,1.85,0.64,,162,"14,904.45",2.4,
SPD482,MgO,,499,,,0,,0,Hold on  for array,Fab for Array,,Zhao,9/13/12,198,MgO,,,800,80,,,,,47,,,,,,,,,498.8,,,,,,0,0,0,
SPD483,MgO,,494,,,0,,0,Hold on  for array,Fab for Array,,Zhao,9/13/12,198,MgO,,,800,80,,,,,47,,,,,,,,,493.7,,,,,,0,0,0,
SPD484,MgO,,485,,,0,,0,Hold on  for array,Fab for Array,,Zhao,9/13/12,198,MgO,,,800,80,,,,,47,,,,,,,,,485.4,,,,,,0,0,0,
SPD485,MgO,3.2,504,,,161,,0,Tc testing done.,Fab for Array,,Zhao,9/13/12,198,MgO,,,800,80,,,,,47,,,0.1774,0.6338,0.1888,,3.2,,503.9,,,,,,161.24,0,2.4,
SPD486,MgO,,548,,,0,,0,Go toåÊ detectors,Fab for Array,,Zhao,9/14/12,199,MgO,,,800,75,,,,,47,,,,,,,,,547.6,,,,,,0,0,0,
SPD487,MgO,,543,,,0,,0,Go to detectors,Fab for Array,,Zhao,9/14/12,199,MgO,,,800,75,,,,,47,,,,,,,,,542.8,,,,,,0,0,0,
SPD488,MgO,,553,,,0,,0,Hold on  for array,Fab for Array,,Zhao,9/14/12,199,MgO,,,800,75,,,,,47,,,,,,,,,553,,,,,,0,0,0,
SPD489,MgO,2.9,542,9.5,2.11,157,0.66,"14,940",Tc testing done.,Fab for Array,,Zhao,9/14/12,199,MgO,,,800,75,,,,,47,,,0.1692,0.6512,0.1795,,2.9,,542.3,,9.5,2.11,0.66,,157.27,"14,940.43",2.32,
SPD490,MgO,,656,,,0,,0,Go to detector,Fab for Array,,Zhao,9/14/12,200,MgO,,,800,65,,,,,47,,,,,,,,,656.3,,,,,,0,0,0,
SPD491,MgO,,649,,,0,,0,Go to detector,Fab for Array,,Zhao,9/14/12,200,MgO,,,800,65,,,,,47,,,,,,,,,649.1,,,,,,0,0,0,
SPD492,MgO,2.5,646,,,161,,0,Hold on,Fab for Array,,Zhao,9/14/12,200,MgO,,,800,65,,,,,47,,,0.1666,0.677,0.1564,,2.5,,645.6,,,,,,161.41,0,2.31,
SPD493,MgO,,644,9.1,2.09,0,0.63,0,Tc testing done.,Fab for Array,,Zhao,9/14/12,200,MgO,,,800,65,,,,,47,,,,,,,,,644.4,,9.1,2.09,0.63,,0,0,0,
SPD494,MgO,,695,,,0,,0,Forgot to turn on the rotation,Fab for Array; RIE test,,Zhao,9/16/12,201,MgO,,,800,70,,,,,47,,,,,,,,,695.2,,,,,,0,0,0,
SPD495,MgO,,581,,,0,,0,Forgot to turn on the rotation,Fab for Array,,Zhao,9/16/12,201,MgO,,,800,70,,,,,47,,,,,,,,,581.4,,,,,,0,0,0,
SPD496,MgO,,"1,108",,,0,,0,Forgot to turn on the rotation,Fab for Array. RIE test,,Zhao,9/16/12,201,MgO,,,800,70,,,,,47,,,,,,,,,"1,107.50",,,,,,0,0,0,
SPD497,MgO,2.5,,,,0,,0,Forgot to turn on the rotation,Fab for Array,,Zhao,9/16/12,201,MgO,,,800,70,,,,,47,,,0.1551,0.6768,0.1681,,2.5,,,,,,,,0,0,2.14,
SPD498,MgO,,593,9.75,2.4,0,0.64,0,Tc testing done.,Fab for Array,,Zhao,9/16/12,202,MgO,,,800,70,,,,,47,,,,,,,,,592.7,,9.75,2.4,0.64,,0,0,0,
SPD499,MgO,,576,,,0,,0,Hold for Fab,Fab for Array,,Zhao,9/16/12,202,MgO,,,800,70,,,,,47,,,,,,,,,575.6,,,,,,0,0,0,
SPD500,MgO,,572,,,0,,0,Hold for Fab,Fab for Array,,Zhao,9/16/12,202,MgO,,,800,70,,,,,47,,,,,,,,,571.6,,,,,,0,0,0,
SPD501,MgO,2.6,736,,,191,,0,Rs different a lot from others,Fab for Array,,Zhao,9/16/12,202,MgO,,,800,70,,,,,47,,,0.1584,0.6733,0.1682,,2.6,,736.3,,,,,,191.43,0,2.23,
SPD502,,,,,,0,,0,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPD503,,,,,,0,,0,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPD504,,,,,,0,,0,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPD505,,,,,,0,,0,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPD506,,,,,,0,,0,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPD507,,,,,,0,,0,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPD508,,,,,,0,,0,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPD509,,,,,,0,,0,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPD510,MgO,,"2,392",,,0,,0,Contaminated in the edges,Substrate was cleaned with acetone+IPA+N2,,,10/10/12,211,MgO,,,800,68,,,,,47,,,,,,,,,"2,391.70",,,,,,0,0,0,
SPD511,MgO,,"2,321",,,0,,0,Contaminated in the edges and scratched,Substrate was cleaned with acetone+IPA+N2,,YI,10/10/12,211,MgO,,,800,68,,,,,47,,,,,,,,,"2,321.40",,,,,,0,0,0,
SPD512,MgO,,"3,348",,,0,,0,Contaminated in the edges and scratched,Substrate was cleaned with acetone+IPA+N2,,YI,10/10/12,211,MgO,,,800,68,,,,,47,,,,,,,,,"3,347.90",,,,,,0,0,0,
SPD513,MgO,,"2,161",,,0,,0,Contaminated in the edges and scratched,Substrate was cleaned with acetone+IPA+N2,,YI,10/10/12,211,MgO,,,800,68,,,,,47,,,,,,,,,"2,161.20",,,,,,0,0,0,
SPD514,MgO,,"1,586",,,0,,0,Substrate wascleaned with acetone+IPA+N2,Examining the contamination in previous samples,,,10/12/12,212,MgO,,,800,68,,,,,47,,,,,,,,,"1,585.80",,,,,,0,0,0,
SPD515,MgO,,"1,554",,,0,,0,,"""",,,10/12/12,212,MgO,,,800,68,,,,,47,,,,,,,,,"1,554.10",,,,,,0,0,0,
SPD516,MgO,,"1,504",,,0,,0,Substrate wascleaned with acetone+IPA+N2,"""",,,10/12/12,212,MgO,,,800,68,,,,,47,,,,,,,,,"1,504.30",,,,,,0,0,0,
SPD517,MgO,,,,,0,,0,,"""",,,10/12/12,212,MgO,,,800,68,,,,,47,,,,,,,,,,,,,,,0,0,0,
SPD518,MgO,,"1,421",<4.2K,,0,,#VALUE!,In Nitrogen Box; Backside covered in unknown material; did not superconduct,Tc measurements,,,10/16/12,213,MgO,,,800,68,400,5.3,26.5,3.2,47,,,,,,,,,"1,421.30",,<4.2K,,,,0,#VALUE!,0,
SPD519,MgO,,"1,475",,,0,,0,In Nitrogen Box; Backside covered in unknown material,,,,10/16/12,213,MgO,,,800,68,400,5.3,26.5,3.2,47,,,,,,,,,"1,474.60",,,,,,0,0,0,
SPD520,MgO,,"1,379",,,0,,0,In Nitrogen Box; Backside covered in unknown material,,,,10/16/12,213,MgO,,,800,68,400,5.3,26.5,3.2,47,,,,,,,,,"1,378.80",,,,,,0,0,0,
SPD521,MgO,,"1,388",,,0,,0,In Nitrogen Box; Backside covered in unknown material,,,,10/16/12,213,MgO,,,800,68,400,5.3,26.5,3.2,47,,,,,,,,,"1,388.40",,,,,,0,0,0,
SPD522,Al2O3,3.6,996,,,358,,0,In Nitrogen Box,,,,10/17/12,215,Al2O3,,,800,80,400,5.3,26.5,3.2,47,,,0.1762,0.6138,0.21,based on T,3.59,,996.5,,,,,,357.73,0,2.69,
SPD523,Al2O3,3.6,"1,079",,,393,,0,In Nitrogen Box,,,,10/17/12,215,Al2O3,,,800,80,400,5.3,26.5,3.2,47,,,0.1756,0.6115,0.2129,based on T,3.64,,"1,079.40",,,,,,392.91,0,2.73,
SPD524,MgO,3.1,"1,124",,,351,,0,In Nitrogen Box,,,,10/17/12,215,MgO,,,800,80,400,5.3,26.5,3.2,47,,,0.1653,0.6398,0.1949,based on T,3.12,,"1,124.00",,,,,,350.7,0,2.34,
SPD525,Al2O3,3.5,950,,,336,,0,In Nitrogen Box,,,,10/17/12,215,Al2O3,,,800,80,400,5.3,26.5,3.2,47,,,0.1749,0.617,0.208,based on T,3.54,,950.1,,,,,,336.32,0,2.66,
SPD526,Al2O3,4.5,681,,,308,,0,In Nitrogen Box,,,,10/18/12,216,Al2O3,,,800,100,400,5.3,26.5,3.2,47,,,0.1896,0.5657,0.2447,based on T,4.53,,680.7,,,,,,308.34,0,2.72,
SPD527,Al2O3,4.6,678,,,310,,0,In Nitrogen Box,,,,10/18/12,216,Al2O3,,,800,100,400,5.3,26.5,3.2,47,,,0.1889,0.5639,0.2473,based on T,4.57,,678,,,,,,309.84,0,2.74,
SPD528,Al2O3,4.4,599,,,266,,0,In Nitrogen Box,Najafi Fab,,,10/18/12,216,Al2O3,,,800,100,400,5.3,26.5,3.2,47,,,0.1791,0.5711,0.2497,based on T,4.44,,598.6,,,,,,265.77,0,2.66,
SPD529,Al2O3,4.4,605,8.85,1.98,267,0.574,"23,659",In Nitrogen Box,Tc Measurements,,,10/18/12,216,Al2O3,,,800,100,400,5.3,26.5,3.2,47,,,0.1998,0.531,0.2693,based on T,4.42,,604.8,620,8.85,1.98,0.57,manual,267.34,"23,659.19",2.65,
SPD530,Al2O3,5.3,566,,,299,,0,In Nitrogen Box,Zhao Fab,,,10/18/12,217,Al2O3,,,800,111,400,5.3,26.5,3.2,47,,,0.1998,0.531,0.2693,based on T,5.28,,566.5,,,,,,299.1,0,2.85,
SPD531,Al2O3,5.1,536,,,273,,0,In Nitrogen Box,Najafi Fab,,,10/18/12,217,Al2O3,,,800,111,400,5.3,26.5,3.2,47,,,0.199,0.5387,0.2622,based on T,5.1,,536.1,,,,,,273.43,0,2.76,
SPD532,Al2O3,5.1,529,7.91,1.13,270,0.638,"21,341",In Nitrogen Box,Tc Measurements,,,10/18/12,217,Al2O3,,,800,111,400,5.3,26.5,3.2,47,,,0.1914,0.5387,0.2699,based on T,5.1,,529,543,7.91,1.13,0.64,manual,269.79,"21,340.57",2.76,
SPD533,Al2O3,4.9,476,,,234,,0,In Nitrogen Box,"Zhao, proximity effect correction test",,,10/18/12,217,Al2O3,,,800,111,400,5.3,26.5,3.2,47,,,0.1932,0.547,0.2597,based on T,4.92,,476.4,,,,,,234.37,0,2.66,
SPD534,Al2O3,5,460,,,229,,0,In Nitrogen Box,Adam Fab,,,10/18/12,218,Al2O3,,,800,111,400,5.3,26.5,3.2,47,,,0.1947,0.5447,0.2606,based on T,4.97,,460.3,,,,,,228.78,0,2.69,
SPD535,Al2O3,5,468,,,233,,0,In Nitrogen Box,Adam Fab,,,10/18/12,218,Al2O3,,,800,111,400,5.3,26.5,3.2,47,,,0.1929,0.5442,0.263,based on T,4.98,,468.3,,,,,,233.23,0,2.69,
SPD536,Al2O3,5.1,484,9.7,1.5,245,0.662,"23,728",In Nitrogen Box,Tc Measurements,,,10/18/12,218,Al2O3,,,800,111,400,5.3,26.5,3.2,47,,,0.195,0.5408,0.2642,based on T,5.05,,484.4,512,9.7,1.5,0.66,manual,244.62,"23,728.35",2.73,
SPD537,Al2O3,5.2,520,,,270,,0,In Nitrogen Box,Zhao Fab,,,10/18/12,218,Al2O3,,,800,111,400,5.3,26.5,3.2,47,,,0.1961,0.5349,0.269,based on T,5.19,,520.1,,,,,,269.92,0,2.81,
SPD538,Al2O3,4.8,432,10.87,1.63,208,0.688,"22,593",In Nitrogen Box,Tc Measurements. KAS: Heating w/ spun HSQ,,,10/19/12,219,Al2O3,,,800,111,400,5.3,26.5,3.2,47,,,0.2006,0.5502,0.2492,based on T,4.81,,432.1,451,10.87,1.63,0.69,manual,207.85,"22,593.50",2.6,
SPD539,Al2O3,4.9,437,,,212,,0,In Nitrogen Box,KAS: Heating w/ spun HSQ,,,10/19/12,219,Al2O3,,,800,111,400,5.3,26.5,3.2,47,,,0.2006,0.5486,0.2508,based on T,4.85,,437.1,,,,,,212,0,2.62,
SPD540,Al2O3,4.8,435,,,209,,0,In Nitrogen Box,KAS use for baking experiment.,,,10/19/12,219,Al2O3,,,800,111,400,5.3,26.5,3.2,47,,,0.1958,0.5501,0.2541,based on T,4.81,,435.2,,,,,,209.35,0,2.6,
SPD541,Al2O3,4.8,441,,,213,,0,In Nitrogen Box,KAS use for baking experiment.,,,10/19/12,219,Al2O3,,,800,111,400,5.3,26.5,3.2,47,,,0.2009,0.5493,0.2498,based on T,4.83,,441.3,,,,,,213.15,0,2.61,
SPD542,MgO,3.2,591,,,189,,0,In Nitrogen Box,,,,10/20/12,220,MgO,,,800,84,400,5.3,26.5,3.2,47,,,0.1787,0.6352,0.1861,based on T,3.2,,591.3,,,,,,189.21,0,2.29,
SPD543,MgO,3.3,597,,,194,,0,In Nitrogen Box,Zhao Fab,,,10/20/12,220,MgO,,,800,84,400,5.3,26.5,3.2,47,,,0.1773,0.6324,0.1904,based on T,3.25,,596.7,,,,,,193.93,0,2.32,
SPD544,MgO,3.2,588,,,189,,0,In Nitrogen Box,,,,10/20/12,220,MgO,,,800,84,400,5.3,26.5,3.2,47,,,0.1777,0.634,0.1883,based on T,3.22,,587.5,,,,,,189.18,0,2.3,
SPD545,MgO,3.2,588,8.33,1.92,191,0.58,"15,876",In Nitrogen Box,Tc Measurements; SEM by YI,,,10/20/12,220,MgO,,,800,84,400,5.3,26.5,3.2,47,,,0.1875,0.6331,0.1794,based on T,3.24,,588.2,634,8.33,1.92,0.58,manual,190.59,"15,876.09",2.31,
SPD546,MgO,3.3,593,,,193,,0,In Nitrogen Box,,,,10/22/12,221,MgO,,,800,84,400,5.3,26.5,3.2,47,,,0.1782,0.6324,0.1894,based on T,3.25,,593,,,,,,192.71,0,2.32,
SPD547,MgO,3.3,596,8.26,1.87,197,0.612,"16,234",In Nitrogen Box,Tc Measurements; QZ: Elionix expose test,,,10/22/12,221,MgO,,,800,84,400,5.3,26.5,3.2,47,,,0.1768,0.63,0.1932,based on T,3.3,,595.6,633,8.26,1.87,0.61,manual,196.53,"16,233.61",2.36,
SPD548,MgO,3.4,593,,,202,,0,In Nitrogen Box,,,,10/22/12,221,MgO,,,800,84,400,5.3,26.5,3.2,47,,,0.1758,0.6245,0.1997,based on T,3.4,,593.1,,,,,,201.67,0,2.43,
SPD549,MgO,3.3,592,,,195,,0,In Nitrogen Box,,,,10/22/12,221,MgO,,,800,84,400,5.3,26.5,3.2,47,,,0.1726,0.6305,0.1969,based on T,3.29,,592.4,,,,,,194.91,0,2.35,
SPD550,MgO,3.4,559,,,190,,0,In Nitrogen Box,QZ: PEC experiment,,,10/23/12,222,MgO,,,800,90,400,5.3,26.5,3.2,47,,,0.1845,0.6246,0.1909,based on T,3.4,,559.2,,,,,,190.11,0,2.27,
SPD551,MgO,3.5,553,9.34,1.97,191,0.592,"17,859",In Nitrogen Box,Tc Measurements,,,10/23/12,222,MgO,,,800,90,400,5.3,26.5,3.2,47,,,0.183,0.6213,0.1957,based on T,3.46,,552.6,582,9.34,1.97,0.59,manual,191.22,"17,859.49",2.31,
SPD552,MgO,3.5,553,,,194,,0,In Nitrogen Box,,,,10/23/12,222,MgO,,,800,90,400,5.3,26.5,3.2,47,,,0.1825,0.6182,0.1993,based on T,3.51,,552.8,,,,,,194.04,0,2.34,
SPD553,MgO,3.5,525,,,182,,0,In Nitrogen Box,,,,10/23/12,222,MgO,,,800,90,400,5.3,26.5,3.2,47,,,0.1835,0.6197,0.1968,based on T,3.47,,525.3,,,,,,182.26,0,2.31,
SPD554,SiNx,,555,,,0,,0,In Nitrogen Box,,,,10/24/12,223,SiNx,,,800,114,400,5.3,26.5,3.2,47,,,,,,,,,555.2,,,,,,0,0,0,
SPD555,SiNx,,567,9.18,1.81,0,0.71,0,In Nitrogen Box,Tc Measurements. Ellipsometry by KAS. SEM by YI,,,10/24/12,223,SiNx,,,800,114,400,5.3,26.5,3.2,47,,,,,,,,,567.1,595,9.18,1.81,0.71,manual,0,0,0,
SPD556,MgO,4.4,362,,,160,,0,In Nitrogen Box,Ellipsometry by KAS; RIE test QZ,,,10/24/12,223,MgO,,,800,114,400,5.3,26.5,3.2,47,,,0.1968,0.5718,0.2314,based on T,4.41,,361.8,,,,,,159.57,0,2.32,
SPD557,SiNx,,564,,,0,,0,In Nitrogen Box,,,,10/24/12,223,SiNx,,,800,114,400,5.3,26.5,3.2,47,,,,,,,,,563.5,,,,,,0,0,0,
SPD558,MgO,5.1,407,9.69,1.42,205,0.596,"19,906",In Nitrogen Box,Tc Measurements. KAS: Heating w/ spun HSQ,,,10/25/12,225,MgO,,,800,84,400,5.3,26.5,3.2,47,,,0.2088,0.5411,0.2501,based on T,5.05,,406.8,426,9.69,1.42,0.6,manual,205.43,"19,906.03",3.61,
SPD559,MgO,5.2,396,,,204,,0,In Nitrogen Box,KAS: Heating w/ spun HSQ,,,10/25/12,225,MgO,,,800,84,400,5.3,26.5,3.2,47,,,0.2112,0.5367,0.2521,based on T,5.15,,396.2,,,,,,204.03,0,3.68,
SPD560,MgO,5.2,385,,,199,,0,In Nitrogen Box,,,,10/25/12,225,MgO,,,800,84,400,5.3,26.5,3.2,47,,,0.2149,0.5364,0.2487,based on T,5.16,,385.5,,,,,,198.9,0,3.69,
SPD561,MgO,,394,,,0,,0,In Nitrogen Box,Used for XPS,,,10/25/12,225,MgO,,,800,84,400,5.3,26.5,3.2,47,,,,,,,,,393.9,,,,,,0,0,0,
